Filename,Original Phrase,Rearranged Phrase,Target Word,Reversed,Position,Hamming Distance,Context,Original Window,Variation Window,Similarity,Token
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,2,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,the pulses pedal exertion. with heavy normal documented Dr. Bridges,0.7717066,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,2,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,the pulses with exertion. heavy pedal normal documented Dr. Bridges,0.75815153,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,3,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,exertion. the pedal pulses heavy with normal documented Dr. Bridges,0.7206291,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,3,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,pedal the pulses exertion. heavy with normal documented Dr. Bridges,0.744508,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,4,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,heavy with pedal exertion. the pulses normal documented Dr. Bridges,0.80279154,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,4,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,heavy exertion. pedal the pulses with normal documented Dr. Bridges,0.73222136,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,5,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,pedal heavy pulses exertion. with the normal documented Dr. Bridges,0.7300153,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,5,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,pulses heavy the exertion. with pedal normal documented Dr. Bridges,0.7687173,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,6,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,heavy with exertion. pedal pulses the normal documented Dr. Bridges,0.73272204,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,6,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,heavy with the pedal exertion. pulses normal documented Dr. Bridges,0.78428304,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,2,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,the pulses pedal exertion. with heavy normal documented Bridges Dr.,0.35042715,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,2,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,the pulses with exertion. heavy pedal normal documented Bridges Dr.,0.34459144,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,3,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,exertion. the pedal pulses heavy with normal documented Bridges Dr.,0.32774448,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,3,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,pedal the pulses exertion. heavy with normal documented Bridges Dr.,0.34852684,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,4,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,heavy with pedal exertion. the pulses normal documented Bridges Dr.,0.36039892,['bridges']
