Filename,Original Phrase,Rearranged Phrase,Target Word,Reversed,Position,Hamming Distance,Context,Original Window,Variation Window,Similarity,Token
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,2,pedal pulses the last visit. His,Dr. Bridges documented normal pedal pulses the last visit. His,His visit. the last pulses pedal normal documented Dr. Bridges,0.7380052,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,2,pedal pulses the last visit. His,Dr. Bridges documented normal pedal pulses the last visit. His,His visit. pulses the last pedal normal documented Dr. Bridges,0.72422326,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,3,pedal pulses the last visit. His,Dr. Bridges documented normal pedal pulses the last visit. His,His the last pedal pulses visit. normal documented Dr. Bridges,0.7288539,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,3,pedal pulses the last visit. His,Dr. Bridges documented normal pedal pulses the last visit. His,His last pulses the visit. pedal normal documented Dr. Bridges,0.7128195,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,4,pedal pulses the last visit. His,Dr. Bridges documented normal pedal pulses the last visit. His,His pulses the last visit. pedal normal documented Dr. Bridges,0.78491163,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,4,pedal pulses the last visit. His,Dr. Bridges documented normal pedal pulses the last visit. His,pulses visit. His the pedal last normal documented Dr. Bridges,0.6719556,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,5,pedal pulses the last visit. His,Dr. Bridges documented normal pedal pulses the last visit. His,pedal pulses visit. the last His normal documented Dr. Bridges,0.7234338,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,5,pedal pulses the last visit. His,Dr. Bridges documented normal pedal pulses the last visit. His,last visit. the His pedal pulses normal documented Dr. Bridges,0.7437104,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,6,pedal pulses the last visit. His,Dr. Bridges documented normal pedal pulses the last visit. His,visit. last pulses pedal the His normal documented Dr. Bridges,0.68185365,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,6,pedal pulses the last visit. His,Dr. Bridges documented normal pedal pulses the last visit. His,pulses last the pedal visit. His normal documented Dr. Bridges,0.737918,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,2,pedal pulses the last visit. His,Dr. Bridges documented normal pedal pulses the last visit. His,His visit. the last pulses pedal normal documented Bridges Dr.,0.28541958,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,2,pedal pulses the last visit. His,Dr. Bridges documented normal pedal pulses the last visit. His,His visit. pulses the last pedal normal documented Bridges Dr.,0.30049223,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,3,pedal pulses the last visit. His,Dr. Bridges documented normal pedal pulses the last visit. His,His the last pedal pulses visit. normal documented Bridges Dr.,0.28960365,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,3,pedal pulses the last visit. His,Dr. Bridges documented normal pedal pulses the last visit. His,His last pulses the visit. pedal normal documented Bridges Dr.,0.3072394,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,4,pedal pulses the last visit. His,Dr. Bridges documented normal pedal pulses the last visit. His,His pulses the last visit. pedal normal documented Bridges Dr.,0.32819536,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,4,pedal pulses the last visit. His,Dr. Bridges documented normal pedal pulses the last visit. His,pulses visit. His the pedal last normal documented Bridges Dr.,0.3195083,['bridges']
