Filename,Original Phrase,Rearranged Phrase,Target Word,Reversed,Position,Hamming Distance,Context,Original Window,Variation Window,Similarity,Token
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,2,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Dr. Bridges the pulses pedal exertion. with heavy,0.65820545,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,2,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Dr. Bridges the pulses with exertion. heavy pedal,0.67514205,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,3,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Dr. Bridges exertion. the pedal pulses heavy with,0.7467079,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,3,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Dr. Bridges pedal the pulses exertion. heavy with,0.7786149,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,4,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Dr. Bridges heavy with pedal exertion. the pulses,0.7318036,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,4,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Dr. Bridges heavy exertion. pedal the pulses with,0.7336547,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,5,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Dr. Bridges pedal heavy pulses exertion. with the,0.74001986,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,5,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Dr. Bridges pulses heavy the exertion. with pedal,0.7391533,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,6,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Dr. Bridges heavy with exertion. pedal pulses the,0.695234,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,6,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Dr. Bridges heavy with the pedal exertion. pulses,0.70710886,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,2,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Bridges Dr. the pulses pedal exertion. with heavy,0.36867362,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,2,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Bridges Dr. the pulses with exertion. heavy pedal,0.3832378,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,3,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Bridges Dr. exertion. the pedal pulses heavy with,0.3652367,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,3,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Bridges Dr. pedal the pulses exertion. heavy with,0.38586292,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,4,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Bridges Dr. heavy with pedal exertion. the pulses,0.39286304,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,4,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Bridges Dr. heavy exertion. pedal the pulses with,0.38274544,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,5,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Bridges Dr. pedal heavy pulses exertion. with the,0.3641961,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,5,with heavy exertion. pedal pulses the,with heavy exertion. Dr. Bridges documented normal pedal pulses the,normal documented Bridges Dr. pulses heavy the exertion. with pedal,0.37893775,['bridges']
