Filename,Original Phrase,Rearranged Phrase,Target Word,Reversed,Position,Hamming Distance,Context,Original Window,Variation Window,Similarity,Token
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,2,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He the had a deep venous thrombosis of recently left leg extending,0.58434635,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,2,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently of a deep venous thrombosis had the left leg extending,0.5447761,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,2,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently leg a deep venous thrombosis of the left had extending,0.5926653,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,2,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently had a deep left thrombosis of the venous leg extending,0.62956333,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,2,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently had leg deep venous thrombosis of the left a extending,0.6298508,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,2,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. thrombosis recently had a deep venous He of the left leg extending,0.5965329,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,2,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently had a deep thrombosis venous of the left leg extending,0.62726283,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,2,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. recently He had a deep venous thrombosis of the left leg extending,0.6200937,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,2,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently thrombosis a deep venous had of the left leg extending,0.5993562,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,2,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently had a deep extending thrombosis of the left leg venous,0.6311353,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,3,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. left recently had a He venous thrombosis of the deep leg extending,0.5744847,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,3,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently had a deep venous thrombosis leg the of left extending,0.61661005,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,3,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He deep had a leg venous thrombosis of the left recently extending,0.60327655,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,3,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently venous a deep left thrombosis of the had leg extending,0.6196671,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,3,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently had a deep venous extending of thrombosis left leg the,0.6254082,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,3,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently had a the venous thrombosis of left deep leg extending,0.62079644,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,3,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently had a extending venous thrombosis of the left deep leg,0.6346379,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,3,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently had a deep the thrombosis of left venous leg extending,0.62169254,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,3,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently deep a leg venous thrombosis of the left had extending,0.5879042,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,3,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently had a deep left thrombosis of venous the leg extending,0.61915386,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,4,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. leg recently had a deep venous left of the He thrombosis extending,0.5819591,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,4,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. had extending He a deep venous thrombosis of the left leg recently,0.5648093,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,4,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He leg had recently deep venous thrombosis of a left the extending,0.6080601,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,4,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He left leg a deep venous thrombosis of the recently had extending,0.6083195,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,4,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. had He the a deep venous thrombosis of recently left leg extending,0.5990937,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,4,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently had a deep leg venous of thrombosis left the extending,0.6311898,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,4,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently had a leg venous thrombosis the deep left of extending,0.6204644,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,4,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. left recently had a deep He thrombosis of the leg venous extending,0.5568049,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,4,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently a left deep venous thrombosis had the of leg extending,0.51308197,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,4,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently had thrombosis of venous deep a the left leg extending,0.6211697,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,5,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently had thrombosis a leg venous of the left deep extending,0.6217643,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,5,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently leg a deep venous had of the extending left thrombosis,0.6190569,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,5,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. had extending venous a deep He thrombosis of the left leg recently,0.5698547,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,5,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently had a venous left thrombosis of the deep extending leg,0.6247062,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,5,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. of leg had a deep venous recently thrombosis the left He extending,0.5137416,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,5,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He deep left had a venous thrombosis of the recently leg extending,0.598577,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,5,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. recently a had left deep venous thrombosis He the of leg extending,0.55267584,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,5,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently had a of venous the deep extending left leg thrombosis,0.64498264,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,5,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently extending a of venous thrombosis had the left deep leg,0.57400227,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,5,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. He recently a venous the had thrombosis of deep left leg extending,0.5445047,['vascular']
Note_7_long.txt,peripheral vascular disease.,vascular peripheral disease.,vascular,False,0,6,He recently had a deep venous thrombosis of the left leg extending,peripheral vascular disease. He recently had a deep venous thrombosis of the left leg extending,vascular peripheral disease. venous recently thrombosis He deep a left of the had leg extending,0.5825962,['vascular']
